Tweet,,,
"50,000 people came to an anti-war rally in Munich today. Of course, everyone will want to say this is a pro Russian rally. The truth is that it’s an anti-World War III rally. Germany NordStream RussiaUkraineWar ",,,
"50,000 people came to an anti-war rally in Munich today. Of course, everyone will want to say this is a pro Russian rally. The truth is that it’s an anti-World War III rally. Germany NordStream RussiaUkraineWar ",,,
"PrigozhinYagodnoe/Yahidne in the north of Bakhmut ceased by WagnerPMC

WagnerPMC WagnerGroup Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"Ugledar - bird view

Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"🇩🇪 German Chancellor   promised to support Ukraine ""as strongly and as long as necessary"" and called on Putin to end the war

StandWithUkraine RussiaUkraineWar ",,,
"tru dat

Ukraine Ukrainecoupdetat VictoriaNuland RussiaUkraineWar Putin maidan  ",,,
"Inside of Zelensky's living quarters where he has spent the year since hostilities began

RussiaUkraineWar UkraineRussiaWar NATO Ukraine Zelenskyy ",,,
"Donald Trump. WWWIII has never been closer than it is right now. We need to clean up the house of all warmongers and the deep state.
ukraine UkraineRussianWar ukrainerussia RussiaUkraineWar russia nato militaryexpansion natoexpansion RussianUkrainianWar PeaceNow Peace ",,,
Why soldiers don’t have an ‘equal right to kill’  RussiaUkraineWar IHL Accountability specialcriminaltribunal    aggression  ,,,
"Technical actions from the 155th Marine Brigade of the Pacific Fleet under the command of the brilliant Mr. Muradov.

РазомПереможемо ЗСУ
RussiaIsLosing Russia
Ukraine RussiaUkraineWar ",,,
"Let it be.  Can wait the day when all who refused today chilling at G20 will refused to call the Hague the Hague, while ""chilling"" at the court.
RussiaUkraineWar 
UkraineHolds",,,
"World War 3 will divide the world into three groups ! 

With the Russia-Ukraine war still raging after a year, many defense experts believe that the world is speeding towards WorldWar3

Video  

RussiaUkraineWar UkraineRussianWar ",,,
"Inside of Zelensky's living quarters where he has spent the year since hostilities began

RussiaUkraineWar UkraineRussiaWar NATO Ukraine Zelenskyy ",,,
"Part of my eyewitness account of this morning's Russian missile attack on Kherson. If anything has come from this appalling and horrific day it is these few words that manage to string together in some sort of coherence. © Jason N. Parkinson
russiaukrainewar
russianwarcrimes ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"The terrorist russian army shelled the town of Kostiantynivka with incendiary shells.
RussiaUkraineWar ",,,
"A year passed in RussiaUkraineWar result, Hight inflation, EU broken economy, Ukraine becoming a wasteland, Billions in Aid that Ukrainian will be paying back generations to come—corruption in NATO &amp; UkrainianArmy ... Russia winning this conflict. ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Donald Trump. WWWIII has never been closer than it is right now. We need to clean up the house of all warmongers and the deep state.
ukraine UkraineRussianWar ukrainerussia RussiaUkraineWar russia nato militaryexpansion natoexpansion RussianUkrainianWar PeaceNow Peace ",,,
"Hundreds of videos online showing nazi 'recruiters' kidnapping male citizens (mainly in minority areas), bundling them off to the front where their survival time is measured in hours.  All ignored by West media.  UkraineRussianWar RussiaUkraineWar NaziUkraine Zelenski ",,,
"Donald Trump. WWWIII has never been closer than it is right now. We need to clean up the house of all warmongers and the deep state.
ukraine UkraineRussianWar ukrainerussia RussiaUkraineWar russia nato militaryexpansion natoexpansion RussianUkrainianWar PeaceNow Peace ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Donald Trump. WWWIII has never been closer than it is right now. We need to clean up the house of all warmongers and the deep state.
ukraine UkraineRussianWar ukrainerussia RussiaUkraineWar russia nato militaryexpansion natoexpansion RussianUkrainianWar PeaceNow Peace ",,,
"Inside of Zelensky's living quarters where he has spent the year since hostilities began

RussiaUkraineWar UkraineRussiaWar NATO Ukraine Zelenskyy ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"🇷🇺 cannot win because the entire western world has lined up behind 🇺🇦. At the same time, 🇷🇺 is a nuclear power, and a nuclear power cannot be cornered because they may trigger a nuclear war. We need a ceasefire and peace talks. The sooner the better. RussiaUkraineWar",,,
"World War 3 will divide the world into three groups ! 

With the Russia-Ukraine war still raging after a year, many defense experts believe that the world is speeding towards WorldWar3

Video  

RussiaUkraineWar UkraineRussianWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"PutinGorillaSexTapeRussia is the gorilla in the room.

Putin's Wealth May Be Unreachable; But, Russia's Rubles Isn't.

Article, 231. War Crimes Damages for reparations, and for punitive crimes against humanity.
RussiaInvadedUkraine 
RussiaUkraineWar 
Reperations
WarCrimes ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Gotta say, Trump nailed what needs to be done about all the warmongers in DC pushing for WW3 in Ukraine 
PresidentTrump TRUMP2024 RussiaUkraineWar Warmongers TRUMP2024ToSaveAmerica ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"""The Russia-Ukraine War will get prolonged and become more fiercer as it has become a headache for both Russia and Ukraine"" - my views in a well-anchored discussion on India News. RussiaUkraineWar _itv _hashmi ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
Ukrainian ppl should realize what their corrupt leadership is doing together with American elites. It's the same as in Afghanistan! Only this time much bigger with EU in it too. Ukraine Ukraina Biden Eurovision CORRUPTION RussiaUkraineWar RussianUkrainianWar Wakeup ,,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"The US has been trying to neutralize RUSSIA for 30 years.

The do it by claiming other countries want security so they need to join NATO.

Whats actually happening is that the US has been  marching its army to the Russian border for 30 years.

russiaukrainewar",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Hundreds of videos online showing nazi 'recruiters' kidnapping male citizens (mainly in minority areas), bundling them off to the front where their survival time is measured in hours.  All ignored by West media.  UkraineRussianWar RussiaUkraineWar NaziUkraine Zelenski ",,,
"PutinGorillaSexTapeRussia is the gorilla in the room.

Putin's Wealth May Be Unreachable; But, Russia's Rubles Isn't.

Article, 231. War Crimes Damages for reparations, and for punitive crimes against humanity.
RussiaInvadedUkraine 
RussiaUkraineWar 
Reperations
WarCrimes ",,,
"What is the outcome of the RussiaUkraineWar??

🌟There will be an unprecedented opportunity for the New Federal State of China!!

🔥The West will turn to the dismantling of the Chinese Communist Party with NO choice!!! ",,,
"🇷🇺 cannot win because the entire western world has lined up behind 🇺🇦. At the same time, 🇷🇺 is a nuclear power, and a nuclear power cannot be cornered because they may trigger a nuclear war. We need a ceasefire and peace talks. The sooner the better. RussiaUkraineWar ",,,
"Hundreds of videos online showing nazi 'recruiters' kidnapping male citizens (mainly in minority areas), bundling them off to the front where their survival time is measured in hours.  All ignored by West media.  UkraineRussianWar RussiaUkraineWar NaziUkraine Zelenski ",,,
"Hundreds of videos online showing nazi 'recruiters' kidnapping male citizens (mainly in minority areas), bundling them off to the front where their survival time is measured in hours.  All ignored by West media.  UkraineRussianWar RussiaUkraineWar NaziUkraine Zelenski ",,,
"Foodsecurity is an area that became prominent recently because of the RussiaUkraineWar and the resulting food crisis, states _swears ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Throw from the 59th brigade on the heads of the ""MGB"" employees and some Donetsk garbage in Donetsk☠🔥

 РазомПереможемо ЗСУ
RussiaIsLosing Russia
Ukraine RussiaUkraineWar ",,,
"PutinGorillaSexTapeRussia is the gorilla in the room.

Putin's Wealth May Be Unreachable; But, Russia's Rubles Isn't.

Article, 231. War Crimes Damages for reparations, and for punitive crimes against humanity.
RussiaInvadedUkraine 
RussiaUkraineWar 
Reperations
WarCrimes ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Gotta say, Trump nailed what needs to be done about all the warmongers in DC pushing for WW3 in Ukraine 
PresidentTrump TRUMP2024 RussiaUkraineWar Warmongers TRUMP2024ToSaveAmerica ",,,
"""G20 must remain an economic forum""

Russia has accused the West of destabilising the G20 Finance Ministers' meeting in India by trying to force through a joint statement on RussiaUkraineWar. 

 tells you more

Watch more ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"World War 3 will divide the world into three groups ! 

With the Russia-Ukraine war still raging after a year, many defense experts believe that the world is speeding towards WorldWar3

Video  

RussiaUkraineWar UkraineRussianWar ",,,
"Hundreds of videos online showing nazi 'recruiters' kidnapping male citizens (mainly in minority areas), bundling them off to the front where their survival time is measured in hours.  All ignored by West media.  UkraineRussianWar RussiaUkraineWar NaziUkraine Zelenski ",,,
